item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
245642,canceled,9/27/2016,Apple iPhone 6 (64GB) Silver,84375,1,67500,100170697,Mobiles & Tablets,C-LHC-30667,16875,Payaxis,9/27/2016,Gross,"84,375",2016,9,2016-7,Sep-16,FY17,163
245680,complete,9/27/2016,audionic_6954217686844,1250,1,1250,100170727,Computing,\N,0,cod,9/27/2016,Net,"1,250",2016,9,2016-9,Sep-16,FY17,7833
245720,complete,9/27/2016,B-power_5282345-39,3199,1,13395,100170753,Women's Fashion,\N,0,cod,9/27/2016,Net,"3,199",2016,9,2016-8,Sep-16,FY17,4720
245753,canceled,9/27/2016,BO_dicso-engine,990,1,5790,100170770,Kids & Baby,\N,0,internetbanking,9/27/2016,Gross,990,2016,9,2016-9,Sep-16,FY17,7848
245791,closed,9/27/2016,dawlance_DWF-1600A,29645,1,29645,100170802,Appliances,\N,0,cod,9/27/2016,Net,"29,645",2016,9,2016-7,Sep-16,FY17,176
245828,canceled,9/28/2016,Apple iPhone 6 (128GB) Gold,96499,2,192998,100170830,Mobiles & Tablets,\N,0,Payaxis,9/28/2016,Gross,"192,998",2016,9,2016-8,Sep-16,FY17,3439
245870,complete,9/28/2016,nabila_Ngage FOR Honey,6900,1,6900,100170859,Beauty & Grooming,C-FSD-32556,0,cod,9/28/2016,Net,"6,900",2016,9,2016-9,Sep-16,FY17,7768
245908,complete,9/28/2016,mm_AG-3041,6730,1,6730,100170881,Appliances,C-ISB-31205,0,cod,9/28/2016,Net,"6,730",2016,9,2016-7,Sep-16,FY17,35
245949,order_refunded,9/28/2016,Q Mobile-L1i BLK,1390,1,1390,100170912,Mobiles & Tablets,\N,0,cod,9/28/2016,Valid,"1,390",2016,9,2016-9,Sep-16,FY17,7890
245986,canceled,9/28/2016,dawlance_Health Zone Plus 30 - 1.5 Ton Air Conditioner,35050,1,31545,100170932,Appliances,\N,3505,Payaxis,9/28/2016,Gross,"35,050",2016,9,2016-9,Sep-16,FY17,7901
246013,complete,9/28/2016,Infinix Hot S 3 GB Hazir-Gold-Karachi,18999,1,18999,100170955,Mobiles & Tablets,\N,0,Payaxis,9/28/2016,Net,"18,999",2016,9,2016-9,Sep-16,FY17,7873
246052,complete,9/28/2016,akl_A132131309_GFSS021-L,516,1,516,100170988,Women's Fashion,\N,0,cod,9/28/2016,Net,516,2016,9,2016-9,Sep-16,FY17,7925
246092,refund,9/28/2016,ANKER_A8132011-Grey,330,3,990,100171020,Mobiles & Tablets,\N,0,cod,9/28/2016,Valid,990,2016,9,2016-9,Sep-16,FY17,7919
246126,canceled,9/28/2016,RB_Household Bundle,999,1,999,100171050,Superstore,\N,0,Payaxis,9/28/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,7942
246162,complete,9/28/2016,Zuk Z1-Grey-Lahore,24999,1,24999,100171082,Mobiles & Tablets,\N,0,cod,9/28/2016,Net,"24,999",2016,9,2016-9,Sep-16,FY17,7975
246204,canceled,9/28/2016,WMA_Black and Gold Case for Samsung Galaxy Grand Prime,399,1,399,100171111,Mobiles & Tablets,\N,0,Payaxis,9/28/2016,Gross,399,2016,9,2016-9,Sep-16,FY17,7840
246240,order_refunded,9/28/2016,UK_Bangali Rasgulla Tin Pack  500 Gms,260,1,260,100171141,Soghaat,\N,0,cod,9/28/2016,Valid,260,2016,9,2016-9,Sep-16,FY17,8004
246279,complete,9/28/2016,Carson Black_CB-01-007_gosf_hazir-XL-Karachi,599,1,599,100171173,Men's Fashion,\N,0,cod,9/28/2016,Net,599,2016,9,2016-9,Sep-16,FY17,8017
246312,order_refunded,9/28/2016,mm_Samsung Galaxy Note Edge N915,89000,1,99499,100171198,Mobiles & Tablets,R-LHE-104137,0,cod,9/28/2016,Valid,"89,000",2016,9,2016-9,Sep-16,FY17,8033
246355,complete,9/28/2016,RB_Household Bundle,999,1,999,100171234,Superstore,\N,0,cod,9/28/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8052
246387,canceled,9/28/2016,GMZV_FIFA 17 PS4,7000,1,7000,100171261,Entertainment,\N,0,Payaxis,9/28/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,8023
246426,complete,9/28/2016,kcc_glamour deal,320,1,320,100171295,Beauty & Grooming,C-ISB-31205,0,cod,9/28/2016,Net,320,2016,9,2016-7,Sep-16,FY17,35
246461,complete,9/28/2016,mm_AG-02,645,1,645,100171326,Appliances,\N,0,cod,9/28/2016,Net,645,2016,9,2016-9,Sep-16,FY17,8091
246504,canceled,9/28/2016,GMZV_PlayStation 4 - 500GB - Region 2 - UK PAL - Black,31599,1,22119.3,100171355,Entertainment,C-PEW-103055,9479.7,Payaxis,9/28/2016,Gross,"31,599",2016,9,2016-7,Sep-16,FY17,236
246540,canceled,9/28/2016,samsungGALAXY S-7 EDGE 32GB LTE,76000,1,68400,100171383,Mobiles & Tablets,\N,7600,Payaxis,9/28/2016,Gross,"76,000",2016,9,2016-9,Sep-16,FY17,8074
246596,refund,9/28/2016,Anchor_395-L,499,1,3651,100171405,Men's Fashion,\N,0,cod,9/28/2016,Valid,499,2016,9,2016-9,Sep-16,FY17,8129
246639,complete,9/28/2016,bata_5616451-black-37,300,1,300,100171426,Women's Fashion,\N,0,Payaxis,9/28/2016,Net,300,2016,9,2016-9,Sep-16,FY17,8141
246680,complete,9/28/2016,cr_SESAME BALL,70,2,140,100171452,Soghaat,\N,0,cod,9/28/2016,Net,140,2016,9,2016-9,Sep-16,FY17,7701
246710,complete,9/28/2016,b&d_White Light Weight Iron  F150,2447,1,2447,100171476,Appliances,\N,0,cod,9/28/2016,Net,"2,447",2016,9,2016-9,Sep-16,FY17,8167
246748,complete,9/28/2016,ANKER_A1108H11-Black,1605,1,1284,100171505,Mobiles & Tablets,\N,321,Payaxis,9/28/2016,Net,"1,605",2016,9,2016-9,Sep-16,FY17,8183
246787,canceled,9/28/2016,dany_Pb-55,1175,1,822.5,100171537,Mobiles & Tablets,\N,352.5,Payaxis,9/28/2016,Gross,"1,175",2016,9,2016-9,Sep-16,FY17,8196
246820,canceled,9/28/2016,akl_A132116093_GMSU171-L,2148,1,10068,100171567,Men's Fashion,\N,0,internetbanking,9/28/2016,Gross,"2,148",2016,9,2016-8,Sep-16,FY17,3186
246863,complete,9/28/2016,edukaan_7110-A4 - 300 Pages,300,1,300,100171597,School & Education,\N,0,cod,9/28/2016,Net,300,2016,9,2016-9,Sep-16,FY17,8185
246895,complete,9/28/2016,RB_Household Bundle,999,1,999,100171625,Superstore,\N,0,cod,9/28/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8239
246933,canceled,9/28/2016,dany_Pb-55,1175,2,1997.5,100171660,Mobiles & Tablets,\N,352.5,Payaxis,9/28/2016,Gross,"2,350",2016,9,2016-9,Sep-16,FY17,8249
246965,complete,9/28/2016,RB_Household Bundle,999,1,999,100171690,Superstore,\N,0,cod,9/28/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8238
246996,canceled,9/28/2016,dawlance_ES15 1.0 Ton AC,29675,1,29675,100171718,Appliances,\N,0,Payaxis,9/28/2016,Gross,"29,675",2016,9,2016-9,Sep-16,FY17,8083
247030,canceled,9/28/2016,GMZV_FIFA 17 PS4,7000,1,4900,100171751,Entertainment,\N,2100,Payaxis,9/28/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,8292
247067,refund,9/28/2016,Omega_Omega_16Pcs Non-Stick Cookware Set,4000,1,3600,100171785,Home & Living,\N,400,Payaxis,9/28/2016,Valid,"4,000",2016,9,2016-9,Sep-16,FY17,8310
247100,canceled,9/28/2016,GMZV_FIFA 17 PS4,7000,1,4900,100171813,Entertainment,\N,2100,Payaxis,9/28/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,8329
247137,closed,9/28/2016,dawlance_LVS 30 18000BTU,36065,1,32458.5,100171846,Appliances,\N,3606.5,Payaxis,9/28/2016,Net,"36,065",2016,9,2016-9,Sep-16,FY17,8136
247170,complete,9/28/2016,RB_Household Bundle,999,1,999,100171878,Superstore,\N,0,cod,9/28/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8356
247203,complete,9/28/2016,RB_Household Bundle,999,1,799.2,100171909,Superstore,\N,199.8,Payaxis,9/28/2016,Net,999,2016,9,2016-9,Sep-16,FY17,7904
247236,canceled,9/28/2016,RB_Household Bundle,999,1,799.2,100171936,Superstore,\N,199.8,Payaxis,9/28/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,8368
247268,canceled,9/28/2016,GMZV_FIFA 17 XBOX ONE,7000,1,26579.2,100171964,Entertainment,\N,2100,Payaxis,9/28/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,8405
247303,complete,9/28/2016,RB_Household Bundle,999,1,799.2,100171995,Superstore,\N,199.8,Payaxis,9/28/2016,Net,999,2016,9,2016-9,Sep-16,FY17,7904
247336,canceled,9/28/2016,Samsung Galaxy Grand Prime G530H,15589,1,15589,100172027,Mobiles & Tablets,\N,0,Payaxis,9/28/2016,Gross,"15,589",2016,9,2016-9,Sep-16,FY17,8431
247370,canceled,9/28/2016,RB_Household Bundle,999,1,3389.2,100172053,Superstore,\N,199.8,Payaxis,9/28/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,8456
247406,complete,9/28/2016,cr_CHANA BLACK SUPER-200 GM,85,1,350,100172073,Soghaat,\N,0,cod,9/28/2016,Net,85,2016,9,2016-9,Sep-16,FY17,7415
247441,canceled,9/28/2016,b&d_Citrus Juicer CJ650,2729,1,1910.3,100172102,Appliances,\N,818.7,Payaxis,9/28/2016,Gross,"2,729",2016,9,2016-9,Sep-16,FY17,8484
247473,canceled,9/29/2016,Careem_25000 Credits,18000,1,18000,100172128,Others,\N,0,Payaxis,9/29/2016,Gross,"18,000",2016,9,2016-7,Sep-16,FY17,36
247513,complete,9/29/2016,dany_Pb-25,440,1,377.5,100172155,Mobiles & Tablets,\N,220,Payaxis,9/29/2016,Net,440,2016,9,2016-9,Sep-16,FY17,8514
247543,canceled,9/29/2016,dany_Pb-22,315,1,2067.5,100172175,Mobiles & Tablets,\N,157.5,Payaxis,9/29/2016,Gross,315,2016,9,2016-8,Sep-16,FY17,3816
247582,canceled,9/29/2016,Anex_Anex_AG-70 Juicer,3375,1,7265,100172204,Appliances,\N,0,cod,9/29/2016,Gross,"3,375",2016,9,2016-9,Sep-16,FY17,8535
247614,complete,9/29/2016,dany_Pb-25,440,1,220,100172224,Mobiles & Tablets,\N,220,Payaxis,9/29/2016,Net,440,2016,9,2016-9,Sep-16,FY17,8547
247651,canceled,9/29/2016,Audionic_ B-800,1375,1,1375,100172250,Computing,\N,0,Payaxis,9/29/2016,Gross,"1,375",2016,9,2016-9,Sep-16,FY17,7685
247685,canceled,9/29/2016,RS_Soan Papri-250gm,160,1,3146.5,100172271,Soghaat,\N,0,Payaxis,9/29/2016,Gross,160,2016,9,2016-9,Sep-16,FY17,8573
247717,canceled,9/29/2016,dawlance_Microwave Oven MD-7 - 20 litres,6055,1,4541.25,100172286,Appliances,\N,1513.75,Payaxis,9/29/2016,Gross,"6,055",2016,9,2016-9,Sep-16,FY17,8294
247749,canceled,9/29/2016,RB_Household Bundle,999,1,1439.2,100172316,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,999,2016,9,2016-7,Sep-16,FY17,1821
247789,complete,9/29/2016,Audionic_6954217666983_gosf_hazir-Karachi,3789,1,2652.3,100172347,Entertainment,\N,1136.7,Payaxis,9/29/2016,Net,"3,789",2016,9,2016-9,Sep-16,FY17,8606
247831,complete,9/29/2016,cr_CHANA BLACK SUPER-200 GM,85,2,170,100172378,Soghaat,C SKZ 45254,0,cod,9/29/2016,Net,170,2016,9,2016-7,Sep-16,FY17,56
247871,complete,9/29/2016,RB_Household Bundle,999,1,999,100172409,Superstore,\N,0,cod,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8635
247911,canceled,9/29/2016,mau_110646 Yummy Cream Blusher,300,1,300,100172442,Beauty & Grooming,\N,0,Payaxis,9/29/2016,Gross,300,2016,9,2016-7,Sep-16,FY17,36
247944,complete,9/29/2016,RB_Household Bundle,999,1,799.2,100172471,Superstore,\N,199.8,Payaxis,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8663
247976,complete,9/29/2016,dawlance_LVS 30 18000BTU,36065,1,32458.5,100172500,Appliances,\N,3606.5,Payaxis,9/29/2016,Net,"36,065",2016,9,2016-9,Sep-16,FY17,8676
248015,complete,9/29/2016,Iamofficial_IAM-0009,1100,1,0,100172534,Home & Living,\N,0,customercredit,9/29/2016,Net,"1,100",2016,9,2016-9,Sep-16,FY17,5968
248054,canceled,9/29/2016,Carson Black_CB-01-005-XL,1399,1,1399,100172565,Men's Fashion,\N,0,Payaxis,9/29/2016,Gross,"1,399",2016,9,2016-7,Sep-16,FY17,36
248093,refund,9/29/2016,ANKER_A1108H11-Black,1605,1,1284,100172598,Mobiles & Tablets,\N,321,Payaxis,9/29/2016,Valid,"1,605",2016,9,2016-8,Sep-16,FY17,4379
248125,canceled,9/29/2016,Samsung Galaxy Grand Prime G530H,15589,1,11691.75,100172627,Mobiles & Tablets,R-FSD-58130,3897.25,Payaxis,9/29/2016,Gross,"15,589",2016,9,2016-7,Sep-16,FY17,20
248165,canceled,9/29/2016,Audionic_ B-800_gosf_hazir-Lahore,1060,1,530,100172660,Computing,\N,530,Payaxis,9/29/2016,Gross,"1,060",2016,9,2016-9,Sep-16,FY17,8727
248203,canceled,9/29/2016,RB_Household Bundle,999,1,799.2,100172686,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,6041
248237,canceled,9/29/2016,West Point_WF-6217,1135,1,1171.5,100172717,Beauty & Grooming,R-RWP-103991,113.5,Payaxis,9/29/2016,Gross,"1,135",2016,9,2016-7,Sep-16,FY17,66
248272,order_refunded,9/29/2016,Huawei_Honor_3CLite_gosf_hazir-Black-Lahore,12370,1,12370,100172743,Mobiles & Tablets,\N,0,cod,9/29/2016,Valid,"12,370",2016,9,2016-9,Sep-16,FY17,8758
248307,canceled,9/29/2016,kcc_Bold Pocket Perfume,120,1,240,100172769,Beauty & Grooming,C-KHIW-30274,0,Payaxis,9/29/2016,Gross,120,2016,9,2016-7,Sep-16,FY17,820
248348,complete,9/29/2016,BO_shovel-truck-orange,290,1,290,100172802,Kids & Baby,C-ISB-106411,0,cod,9/29/2016,Net,290,2016,9,2016-7,Sep-16,FY17,35
248385,complete,9/29/2016,RB_Household Bundle,999,1,999,100172828,Superstore,\N,0,cod,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8767
248410,complete,9/29/2016,MYWALET_MW-036-Black,513,1,513,100172848,Men's Fashion,C-LHC-30667,0,cod,9/29/2016,Net,513,2016,9,2016-9,Sep-16,FY17,5621
248460,canceled,9/29/2016,RB_Household Bundle,999,1,799.2,100172892,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,8820
248499,complete,9/29/2016,RB_Household Bundle,999,2,1998,100172925,Superstore,\N,0,cod,9/29/2016,Net,"1,998",2016,9,2016-9,Sep-16,FY17,8832
248537,canceled,9/29/2016,Rubian_other-5560-4152002-1-zoom,299,1,299,100172954,Mobiles & Tablets,R-RWP-103991,0,cod,9/29/2016,Gross,299,2016,9,2016-7,Sep-16,FY17,66
248574,canceled,9/29/2016,Samsung Galaxy Grand Prime G530H,15589,1,11691.75,100172986,Mobiles & Tablets,R-GUJ-105814,3897.25,Payaxis,9/29/2016,Gross,"15,589",2016,9,2016-7,Sep-16,FY17,459
248613,canceled,9/29/2016,GMZV_FIFA 17 XBOX ONE,7000,1,4900,100173012,Entertainment,\N,2100,Payaxis,9/29/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,8321
248653,complete,9/29/2016,Omega_Omega_16Pcs Non-Stick Cookware Set,4000,1,3600,100173041,Home & Living,\N,400,Payaxis,9/29/2016,Net,"4,000",2016,9,2016-9,Sep-16,FY17,8123
248691,canceled,9/29/2016,dany_Pb-22,315,1,315,100173062,Mobiles & Tablets,\N,0,Payaxis,9/29/2016,Gross,315,2016,9,2016-8,Sep-16,FY17,2784
248736,canceled,9/29/2016,RB_Household Bundle,999,1,799.2,100173098,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,8881
248777,canceled,9/29/2016,Trans2_LW 999 ,5,1,2.5,100173125,\N,\N,2.5,Payaxis,9/29/2016,Gross,5,2016,9,2016-7,Sep-16,FY17,73
248799,order_refunded,9/29/2016,Javaid Nihari with Free 7UP_gosf_hazir-Islamabad,515,1,515,100173141,Superstore,\N,0,cod,9/29/2016,Valid,515,2016,9,2016-9,Sep-16,FY17,8903
248843,complete,9/29/2016,dawlance_DWF-1600A,27620,1,26239,100173179,Appliances,R-LHE-104418,1381,Payaxis,9/29/2016,Net,"27,620",2016,9,2016-7,Sep-16,FY17,1075
248883,canceled,9/29/2016,Al Muhafiz Sohan Halwa Almond,240,2,456,100173214,Soghaat,C-HDD-34001,24,Payaxis,9/29/2016,Gross,480,2016,9,2016-7,Sep-16,FY17,64
248916,complete,9/29/2016,RB_Household Bundle,999,1,799.2,100173242,Superstore,R-PEW-104414,199.8,Payaxis,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8931
248956,complete,9/29/2016,sg_Sandal Face Wash -60 ml,80,1,80,100173275,Beauty & Grooming,\N,0,cod,9/29/2016,Net,80,2016,9,2016-9,Sep-16,FY17,8938
248992,canceled,9/29/2016,RB_Household Bundle,999,1,799.2,100173307,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,8956
249019,canceled,9/29/2016,audionic_6954217598857_gosf_hazir-Karachi,1825,1,821.25,100173330,Mobiles & Tablets,\N,1003.75,Payaxis,9/29/2016,Gross,"1,825",2016,9,2016-9,Sep-16,FY17,8964
249082,canceled,9/29/2016,Haier_G30,6500,1,4550,100173373,Mobiles & Tablets,\N,1950,Payaxis,9/29/2016,Gross,"6,500",2016,9,2016-9,Sep-16,FY17,8968
249116,complete,9/29/2016,dawlance_MD-10,5710,1,4282.5,100173397,Appliances,R-GUJ-106946,1427.5,Payaxis,9/29/2016,Net,"5,710",2016,9,2016-9,Sep-16,FY17,8831
249139,canceled,9/29/2016,Audionic_6954217666983_gosf_hazir-Islamabad,3789,1,2652.3,100173415,Entertainment,\N,1136.7,Payaxis,9/29/2016,Gross,"3,789",2016,9,2016-9,Sep-16,FY17,8981
249196,complete,9/29/2016,Rubian_U8 Smart Watch,1335,1,667.5,100173457,Mobiles & Tablets,\N,667.5,Payaxis,9/29/2016,Net,"1,335",2016,9,2016-9,Sep-16,FY17,7801
249234,canceled,9/29/2016,Audionic_6954217666983_gosf_hazir-Islamabad,3789,1,3789,100173488,Entertainment,\N,0,Payaxis,9/29/2016,Gross,"3,789",2016,9,2016-9,Sep-16,FY17,8991
249284,complete,9/29/2016,RB_Household Bundle,999,1,999,100173521,Superstore,\N,0,cod,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,9010
249301,canceled,9/29/2016,emart_00-7,699,1,349.5,100173535,Home & Living,C-MUX-101612,349.5,Payaxis,9/29/2016,Gross,699,2016,9,2016-9,Sep-16,FY17,8225
249353,complete,9/29/2016,RB_Household Bundle,999,1,799.2,100173572,Superstore,\N,199.8,Payaxis,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,8368
249382,canceled,9/29/2016,Adolphs_DT-48-M,799,1,799,100173593,Men's Fashion,C-ISB-44695,0,Payaxis,9/29/2016,Gross,799,2016,9,2016-7,Sep-16,FY17,35
249437,complete,9/29/2016,igeek_iGeek Urbanista San Francisco,500,1,747.5,100173632,Mobiles & Tablets,\N,250,Payaxis,9/29/2016,Net,500,2016,9,2016-9,Sep-16,FY17,9031
249483,canceled,9/29/2016,Bata_6715422-PU-Red-39,350,1,850,100173654,Women's Fashion,\N,0,Payaxis,9/29/2016,Gross,350,2016,9,2016-7,Sep-16,FY17,2215
249517,canceled,9/29/2016,Haier_G30,6500,1,4550,100173674,Mobiles & Tablets,\N,1950,Payaxis,9/29/2016,Gross,"6,500",2016,9,2016-9,Sep-16,FY17,9064
249564,canceled,9/29/2016,alpina_Juice Extractor SF-3008,4851,1,4365.9,100173705,Appliances,\N,485.1,Payaxis,9/29/2016,Gross,"4,851",2016,9,2016-9,Sep-16,FY17,9076
249590,complete,9/29/2016,Rubian_U8 Smart Watch,1335,1,667.5,100173729,Mobiles & Tablets,C-KHIW-31617,667.5,Payaxis,9/29/2016,Net,"1,335",2016,9,2016-7,Sep-16,FY17,820
249621,canceled,9/29/2016,alpina_Hair Dryer SF-5043,2377,1,2139.3,100173754,Beauty & Grooming,\N,237.7,Payaxis,9/29/2016,Gross,"2,377",2016,9,2016-9,Sep-16,FY17,9093
249657,canceled,9/29/2016,BO_shovel-truck-orange,290,1,290,100173774,Kids & Baby,R-MUX-52346,0,Payaxis,9/29/2016,Gross,290,2016,9,2016-7,Sep-16,FY17,448
249699,complete,9/29/2016,dany_Pb-25,440,1,220,100173807,Mobiles & Tablets,\N,220,Payaxis,9/29/2016,Net,440,2016,9,2016-9,Sep-16,FY17,8219
249732,canceled,9/29/2016,Lenovo Zuk Z1-White,24999,1,24999,100173834,Mobiles & Tablets,\N,0,Payaxis,9/29/2016,Gross,"24,999",2016,9,2016-9,Sep-16,FY17,9123
249784,complete,9/29/2016,ww_WSB-5-Orgional Wood Colour,599,1,599,100173871,Home & Living,\N,0,cod,9/29/2016,Net,599,2016,9,2016-9,Sep-16,FY17,9132
249819,canceled,9/29/2016,RB_Household Bundle,999,1,799.2,100173900,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,9145
249856,canceled,9/29/2016,Trans2_LW 999 ,5,1,2.5,100173929,\N,\N,2.5,Payaxis,9/29/2016,Gross,5,2016,9,2016-9,Sep-16,FY17,7375
249899,canceled,9/29/2016,GMZV_FIFA 17 PS4,7000,1,7000,100173957,Entertainment,\N,0,Payaxis,9/29/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,9158
249934,canceled,9/29/2016,Rubian_U8 Smart Watch,1335,1,1375,100173981,Mobiles & Tablets,\N,667.5,Payaxis,9/29/2016,Gross,"1,335",2016,9,2016-9,Sep-16,FY17,8270
249976,canceled,9/29/2016,RB_Household Bundle,999,1,999,100174008,Superstore,\N,0,cod,9/29/2016,Gross,999,2016,9,2016-9,Sep-16,FY17,9181
250013,canceled,9/29/2016,Audionic_ B-800_gosf_hazir-Karachi,1060,1,530,100174033,Computing,\N,530,Payaxis,9/29/2016,Gross,"1,060",2016,9,2016-9,Sep-16,FY17,9186
250046,complete,9/29/2016,GMZV_Xbox 360 Ultra Slim - 4GB -Unmodified - Black,16699,1,16699,100174051,Entertainment,\N,0,cod,9/29/2016,Net,"16,699",2016,9,2016-7,Sep-16,FY17,36
250085,canceled,9/29/2016,emart_00-7,699,1,349.5,100174078,Home & Living,\N,349.5,Payaxis,9/29/2016,Gross,699,2016,9,2016-9,Sep-16,FY17,9214
250122,complete,9/29/2016,emart_00-7,699,1,1274.5,100174099,Home & Living,\N,349.5,Payaxis,9/29/2016,Net,699,2016,9,2016-9,Sep-16,FY17,8972
250139,canceled,9/29/2016,emart_00-7,699,1,3522,100174105,Home & Living,\N,349.5,Payaxis,9/29/2016,Gross,699,2016,9,2016-7,Sep-16,FY17,2023
250201,complete,9/29/2016,RUB_Rubian Zipper,220,1,1027.5,100174133,Mobiles & Tablets,\N,110,Payaxis,9/29/2016,Net,220,2016,9,2016-9,Sep-16,FY17,8005
250239,complete,9/29/2016,igeek_iGeek VR BOX,1000,1,1967.5,100174162,Mobiles & Tablets,\N,500,Payaxis,9/29/2016,Net,"1,000",2016,9,2016-9,Sep-16,FY17,8307
250278,canceled,9/29/2016,Haier_Pursuit G10,5500,1,3850,100174187,Mobiles & Tablets,\N,1650,Payaxis,9/29/2016,Gross,"5,500",2016,9,2016-9,Sep-16,FY17,9254
250316,canceled,9/29/2016,GMZV_FIFA 17 PS4,7000,1,4900,100174218,Entertainment,\N,2100,Payaxis,9/29/2016,Gross,"7,000",2016,9,2016-9,Sep-16,FY17,7796
250353,canceled,9/29/2016,emart_00-7,699,1,349.5,100174248,Home & Living,\N,349.5,Payaxis,9/29/2016,Gross,699,2016,9,2016-7,Sep-16,FY17,2023
250384,complete,9/29/2016,GMZV_Xbox 360 Ultra Slim - 4GB -Unmodified - Black,16699,1,15864.05,100174267,Entertainment,\N,834.95,Payaxis,9/29/2016,Net,"16,699",2016,9,2016-9,Sep-16,FY17,9276
250422,canceled,9/29/2016,igeek_Mini Wired Selfie Stick - Blue,155,1,1509,100174294,Mobiles & Tablets,\N,0,cod,9/29/2016,Gross,155,2016,9,2016-8,Sep-16,FY17,3692
250459,complete,9/29/2016,RB_Household Bundle,999,1,799.2,100174321,Superstore,\N,199.8,Payaxis,9/29/2016,Net,999,2016,9,2016-9,Sep-16,FY17,9294
250492,complete,9/29/2016,GMZV_FIFA 17 PS4,7000,1,11912.5,100174348,Entertainment,\N,2100,Payaxis,9/29/2016,Net,"7,000",2016,9,2016-9,Sep-16,FY17,9307
250528,canceled,9/29/2016,igeek_iGeek Moka Fast Charging Power Bank - 7500 mAh - PINK,670,1,335,100174374,Mobiles & Tablets,\N,335,Payaxis,9/29/2016,Gross,670,2016,9,2016-9,Sep-16,FY17,9302
250566,complete,9/29/2016,igeek_iGeek Moka Fast Charging Power Bank - 7500 mAh - White,670,1,335,100174404,Mobiles & Tablets,\N,335,Payaxis,9/29/2016,Net,670,2016,9,2016-9,Sep-16,FY17,9302
250589,canceled,9/29/2016,RB_Household Bundle,999,2,1798.2,100174423,Superstore,\N,199.8,Payaxis,9/29/2016,Gross,"1,998",2016,9,2016-9,Sep-16,FY17,9341
250629,canceled,9/29/2016,emart_00-7,699,1,349.5,100174458,Home & Living,\N,349.5,Payaxis,9/29/2016,Gross,699,2016,9,2016-9,Sep-16,FY17,9355
250679,complete,9/29/2016,Bparcel_2600mAh-SILVER,275,1,575,100174486,Mobiles & Tablets,\N,0,cod,9/29/2016,Net,275,2016,9,2016-9,Sep-16,FY17,9372
250722,complete,9/29/2016,Rubian_U8 Smart Watch,1335,1,667.5,100174513,Mobiles & Tablets,\N,667.5,Payaxis,9/29/2016,Net,"1,335",2016,9,2016-9,Sep-16,FY17,9381
250757,complete,9/29/2016,igeek_iGeek Moka Fast Charging Power Bank - 7500 mAh - PINK,670,1,445,100174538,Mobiles & Tablets,\N,335,Payaxis,9/29/2016,Net,670,2016,9,2016-9,Sep-16,FY17,7447
250791,canceled,9/29/2016,emart_00-7,699,1,349.5,100174562,Home & Living,\N,349.5,Payaxis,9/29/2016,Gross,699,2016,9,2016-9,Sep-16,FY17,9210
250829,refund,9/29/2016,bata_8646833-black-42,500,1,450,100174590,Men's Fashion,\N,50,Payaxis,9/29/2016,Valid,500,2016,9,2016-9,Sep-16,FY17,8123
250858,canceled,9/29/2016,igeek_Mini Wired Selfie Stick - Blue,155,1,77.5,100174611,Mobiles & Tablets,\N,77.5,Payaxis,9/29/2016,Gross,155,2016,9,2016-9,Sep-16,FY17,9374
250909,canceled,9/29/2016,Al Muhafiz Sohan Halwa Almond,240,1,216,100174641,Soghaat,\N,24,Payaxis,9/29/2016,Gross,240,2016,9,2016-9,Sep-16,FY17,8856
250951,canceled,9/29/2016,Al Muhafiz Sohan Halwa Almond,240,1,446,100174674,Soghaat,\N,24,Payaxis,9/29/2016,Gross,240,2016,9,2016-7,Sep-16,FY17,492
